0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,94,94,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,85,85,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,73,73,0,0,0,0,1,0,0,0,0,0,1,51
1,77.5,100,87,87,2,1,0,0.14,1,0,1,270.896659584989,0,0,1,51
1,0,0,73,73,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,91,91,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,70,70,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,91,91,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,84,84,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,88,88,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,72,72,0,0,0,0,1,0,0,0,0,0,1,51
1,92.5,92.8709733770215,98,92.8709733770215,4,6,0,0.28,1,0,0,0,0,0,1,51
1,0,0,91,91,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,85,85,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,51
1,74,74,100,74,4,1,0,0,1,0,1,0,1,0,1,51
1,0,0,83,83,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,96,96,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,92,92,0,0,0,0,1,0,0,0,0,0,1,51
1,97.5,97.8806920795361,100,97.8806920795361,4,6,0,0.14,1,0,0,0,0,0,1,51
1,0,0,90,90,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,97,97,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,85,85,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,80,80,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,86,86,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,72,72,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,93,93,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,99,99,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,51
1,69.5,100,100,100,2,1,0,0,1,0,1,63.7188543618974,0,0,1,51
1,0,0,95,95,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,87,87,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,73,73,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,79,79,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,91,91,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,82,82,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,72,72,0,0,0,0,1,0,0,0,0,0,1,51
1,0,0,79,79,0,0,0,0,1,0,0,0,0,0,1,51
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,99,99,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,74,74,0,0,0,0,1,0,0,0,0,0,1,48
2,91.5,92.7919337612271,100,92.7919337612271,4,6,0,0.28,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,93,93,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,84.5,100,100,100,1,1,0,0.18,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,87.5,88.415613392491,96,88.415613392491,2,1,0,0.18,1,0,0,0,0,0,1,48
2,0,0,83,83,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,98,98,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,82,82,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,82,82,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,92,92,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,95,95,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,99,99,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,90,90,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,90,90,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,96,96,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,98,98,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,72.5,87.6208998931344,100,87.6208998931344,2,2,0,0.14,1,0,1,15.1208998931344,0,0,1,48
2,0,0,94,94,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,99,99,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,88,88,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,98,98,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,88,88,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,94,94,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,98,98,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,97,97,0,0,0,0,1,0,0,0,0,0,1,48
2,0,0,86,86,0,0,0,0,1,0,0,0,0,0,1,48
1,0,0,95,95,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,95,95,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,96,96,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,84,84,0,0,0,0,1,0,0,0,0,0,1,33
1,81.5,100,100,100,2,1,0,0.18,1,0,0,0,0,0,1,33
1,0,0,92,92,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,69,69,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,100,100,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,97,97,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,67,67,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,78,78,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,85,85,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,95,95,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,94,94,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,85,85,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,65,65,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,81,81,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,80,80,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,74,74,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,66,66,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,91,91,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,68,68,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,88,88,0,0,0,0,1,0,0,0,0,0,1,33
1,0,0,72,72,0,0,0,0,1,0,0,0,0,0,1,33
